-84.6269437,12.70840224,2.096444168,-4.703218055,2.000664744,-2.022757543,-0.541189795,-2.624200387,-1.002281863,0.434518134,2.189986942,1.850047405,-1.417859806,
-52.45582381,7.082104725,-1.144995826,-3.131945382,1.044239953,-3.05724965,-0.452986343,-1.65504761,-1.258272701,0.527350089,-1.138559579,0.030594821,-1.83258715,
-87.66259354,9.824442777,1.21084616,-2.033750103,0.153737717,1.900590574,-0.821688784,-0.170946583,1.839653524,0.483731227,0.773144013,1.782255057,-0.808799515,
-83.86610642,8.433721572,2.496631428,0.114374881,2.486049284,-0.403193244,-1.716037219,-2.89381261,-0.884639818,2.115007202,1.626940308,1.437392733,-0.077489421,
-58.21612554,2.263379324,0.033788074,-4.342226689,-0.195451675,-6.308613997,-4.958651723,-2.746285664,-0.369766206,-0.147045151,-0.735458562,-1.185743606,-1.791267209,
-50.92865499,9.246749205,-1.381359548,1.221997422,4.155487241,-4.880535353,-0.95152372,-2.51952602,-4.91920639,1.65467358,-1.833956424,0.400618985,2.252326935,
-73.02777151,7.507006543,4.081298368,-2.320144454,0.788481055,-2.225321842,-2.937376629,-0.018518412,-2.563779986,-2.190401778,-2.070352237,-0.10823442,1.380248465,
-51.90374107,8.441020619,0.318477065,1.30370563,2.525888462,-2.520218997,-0.946869982,-2.789307599,-1.935432995,0.845030923,-1.115992758,1.935826344,1.462897414,
-59.48006267,11.17986524,-1.785860207,3.12231667,4.756410499,-4.465583854,-1.461627996,-2.566786286,-2.408216196,1.723217104,-0.320842199,1.471719893,1.597025253,
-46.93210805,3.500993969,-1.567014658,-3.326811276,-1.485982061,-5.644311819,-3.054765994,-1.484150174,-0.572746437,0.108398086,-0.194808141,0.739044011,-1.903431972,
-54.10877779,7.19566355,-2.670124469,-4.623947001,-0.408359387,-5.144421986,-2.090493494,-0.100570807,-1.248137725,-1.221639237,-1.366904755,-0.175795756,-3.040689752,
-53.31568753,11.14540113,-2.278303304,-1.369169019,1.804131196,-4.854023804,-1.904815946,0.329185725,-1.069169455,-0.194018389,-2.231917507,-0.620237883,-0.759561095,
-52.34946821,5.696723258,-2.486508747,1.380189622,3.210978786,-5.567381529,-1.639739873,0.114060746,-0.040082283,1.822676563,0.433102138,0.353003645,1.800542202,
-38.89387893,5.333498528,-6.067710458,-2.744299321,-2.71857032,-0.819926036,2.353068484,-1.903817502,-3.257917769,0.739059851,-1.36367732,-1.404922782,-1.014389369,
-50.27795475,7.111158901,-3.09990739,-4.270684646,1.009123733,-8.521769114,-3.146597573,-0.475017028,-1.030301303,-1.736399805,-3.099081933,-0.782793644,-1.669565228,
-68.78217931,9.907934914,-2.802771572,-3.237527324,-1.100046709,-3.558713955,0.926014644,1.053441401,-0.850981983,1.096033165,1.614023825,-0.092890811,-0.263850791,
-56.02604953,5.56929508,-2.621505147,-3.258234331,0.369827021,-5.957178141,-1.558274981,-0.595300833,0.327195603,1.075015214,-0.312039537,0.754690223,-0.817943997,
-68.28285123,8.550135858,-3.788980326,0.607839627,0.14296134,-6.905503197,-0.303460885,-0.399021394,1.598485518,-1.18385054,-0.545034123,0.757899375,-2.801245324,
-66.12454241,0.968084451,3.819581069,0.683675419,1.550857388,-4.424681532,-2.363025826,-1.300147718,-1.159210258,-1.381632188,1.807216603,1.918151029,-2.551953575,
-61.77378364,8.501936613,-3.531408809,-0.820290406,3.567786688,-7.230366067,-1.734757243,1.074124167,-1.561510466,1.173523039,0.67916985,0.472002329,1.300016309,
-58.63901455,6.87785949,-0.219293961,-1.629205728,1.352063579,-4.539605333,-3.582645497,-0.376006093,-0.108051101,-0.919281678,1.107384881,-0.683873293,-0.386043373,
-65.85958598,2.631728017,1.872437923,2.132275898,1.449176729,-3.051269239,-3.824796685,-0.80701372,1.076948082,-0.136812743,1.873135586,0.437551899,0.142813186,
-71.2374932,3.750358487,2.222311817,-2.040822631,0.288410424,-2.257142,-2.387437604,-0.819951429,0.46921365,-0.463587999,2.433568603,0.799317504,-1.444763584,
-67.76913646,7.646253043,0.602835828,1.677753151,2.31447774,-5.414486871,-2.641381189,-0.498901665,0.656717684,1.788680427,-0.595015779,1.078842127,0.405194642,
-61.8512611,9.116342286,-2.45873861,2.110171311,2.017973494,-5.977823155,-2.169017081,-0.233740958,1.623797197,0.513342265,-0.181118733,1.102831974,-1.00065979,
-65.54336444,15.0284833,-2.787950144,0.937875356,1.634966786,-4.608267343,-2.611754977,-1.161913854,0.193711178,2.085084111,0.966578446,0.382330917,1.328574823,
-67.31496587,11.45920133,1.092432813,0.564128253,-0.915390296,-2.449743271,-2.674190076,-1.082922485,0.302888445,1.49879313,0.466410252,0.387685197,0.556098114,
-54.39548834,6.610890178,-4.577295903,-1.631671873,1.084249706,-4.37633284,-0.08981181,-1.860324288,-1.459231146,0.900480637,-1.021138961,-0.675920558,-2.528587401,
-74.53366479,10.64576522,-2.373965616,1.604348078,3.234146473,-5.448459684,-3.513599543,-0.943561816,1.478399187,2.286103258,1.47181643,-0.402833257,-0.284470635,
-48.71977204,13.83568164,-4.299633673,-2.384259596,0.670121617,-3.992188289,-2.694975067,-0.844885873,1.681227715,2.192824162,1.333549485,0.784484688,1.427425392,
-69.08184169,10.81872719,-0.565311389,1.045128186,3.018314151,-4.099350091,-4.35768359,-1.276578062,0.49831656,1.388031214,-1.012557476,0.568813961,2.80298342,
-68.71094367,9.228704756,1.848223514,1.234602767,-1.014385772,-1.800196814,-3.2314664,-0.933338861,1.240516826,-0.51897127,-0.504627499,1.980057269,0.531195447,
-58.46089882,10.93496367,2.201580723,-2.906077084,-0.712622058,-2.58619634,-1.688503457,0.077844336,-0.850758731,0.782584616,-0.496315011,0.054048024,-0.059816331,
-68.94245924,10.10398418,-1.79902316,-2.153937979,0.710741258,-3.235328969,-1.893248106,0.509505469,-0.187732335,1.128875227,0.209235639,0.276346164,-0.596410374,
-59.10973901,9.059595567,0.165590605,0.913701957,1.938004584,-3.491365304,-4.526179941,-3.943416768,0.999712018,0.87841225,1.045191885,1.065120437,-1.131011987,
-75.6438514,11.39872552,2.27775565,1.95305805,2.763679101,-2.456963276,-1.422120889,-3.197974912,-2.013691622,0.890481742,-1.130512205,-0.054437589,0.704075848,
-51.2033999,5.385181742,2.356965366,-0.829096212,0.028087743,-1.842244734,-2.346235865,-1.710429096,1.153574793,2.481950723,-0.106079519,1.405647333,-0.587941537,
-60.45805849,12.10172645,0.193362879,3.687491165,1.348997355,-3.600416834,-2.789855777,-1.566383879,1.294082875,2.946612014,-1.53828848,-0.710103472,0.807494201,
-58.50590471,9.816364548,0.268081713,-3.693678151,0.650699857,-3.446434398,-1.242298265,-1.597751983,-1.345193848,0.887629534,-1.192932322,-0.100349883,-1.952342548,
-57.72837228,13.10837167,-1.024827006,-1.469311021,-0.171851827,-3.207132452,-1.851288201,-1.198153789,1.140202998,0.702898432,1.481336604,0.565382539,-1.806982778,
-48.73789946,7.895286542,-1.158526719,1.519555372,0.691658467,-2.914998882,-4.615647011,-3.205271359,0.484585274,2.641693137,-0.190607141,1.60315125,0.416120867,
-63.55551191,6.155984727,2.81963479,3.292925592,0.470740803,-2.024093453,-3.367075335,-1.604765093,0.458138998,-0.296299277,-0.597520757,0.107034605,1.127795276,
-55.78779567,7.577469792,-0.234384146,-1.071962904,2.721401274,-4.05991121,-1.353751363,-2.748148327,-0.446591432,0.794268748,1.610550377,0.260518509,1.613572277,
-82.86617847,11.70172407,-2.870930518,1.016214047,-0.915383537,-3.581390309,-1.310661593,-1.133718876,-1.303982049,2.212378524,0.656821967,0.185933381,1.525470396,
-64.62610351,11.67716232,-5.896732962,-4.484188256,-2.556487902,-3.525089763,-0.881403082,-1.204108927,1.007654529,1.781621575,-1.109490766,-0.898143684,-1.277107436,
-70.12467205,11.29244472,-5.656296069,-0.162555266,0.007656188,-5.905378242,-0.614242502,-1.330299313,1.061902747,-2.175889007,-0.872932753,1.236150201,-1.12495363,
-74.02462446,10.04412568,-1.71020669,-1.418278546,1.612506875,-2.338032178,-2.603444575,1.7317001,2.262639779,0.171741263,0.538624877,-0.098076763,-0.545521513,
-81.50164662,8.663349083,-0.344679366,4.208005262,1.177466551,-3.977197065,-0.487353183,-0.350364831,-0.503618191,-0.062645512,1.581836225,1.126127937,0.444778534,
-52.61137927,6.597350716,-3.86755166,-3.241051535,-0.782212622,-5.735379564,0.487317683,-1.756430881,0.539326416,-0.416992265,-0.751353251,0.228666282,-1.624404231,
-67.99450395,8.458206186,-2.342657592,1.72685143,1.060883532,-6.132933699,-1.750881089,-0.359021672,1.555159955,-0.208828877,2.339860339,2.167155,-0.540686251,
